,Specific Location,Amenities,Bedroom,Bathroom,Toilet,Description,Location,New,Duplex,Lux,Estate,locationbed,estate_price,terraced_price,new_price,value,location_rank,rank,Price
2325, mangoro ikeja lagos,9,5,4,5,4 bedroom Flat / Apartment for rent Mangoro Ikeja Lagos ... New. Security. Supermarket Nearby. Restaurants Nearby. Security Doors. Parking Space. Pop Ceiling. 24 Hours Security. Street Lights. ...,ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,3500000
2326, 0 ikeja gra ikeja lagos,11,6,5,6,"Letting: Luxury 5 Bedroom Terraced Duplex at GRA, Ikeja Features: 3 Living Rooms 5 en-suite Bedrooms 1 Room BQ All Rooms finished with POP and high Ceilings Large Bed Rooms Master Bedroom finished with Jacuzzi Fitted Kitchen with Refrigerator, Freezer, Washing Machine, Heat ... Boys Quater. All Room Ensuit. Parking Space. 24 Hours Electricity. Pop Ceiling. ...",ikeja,1,1,0,1,ikeja6,6000000.0,6200000.0,6200000.0,3,56,10,6200000
2327, ikeja toyin street ikeja lagos,2,1,1,1,Nice looking Roomself at Ikeja off toyin street 400k....yearly rent ... New. Cheap. Security. All Room Ensuit. Big Compound. Supermarket Nearby. Security Doors. Parking Space. 24 Hours Electricity. 24 Hours Security. Street Lights. ...,ikeja,0,0,0,0,ikeja1,500000.0,800000.0,685000.0,0,11,2,400000
2328, .. opebi ikeja lagos,5,3,2,3,2brdroom flat ... Renovated. Big Compound. Parking Space. ...,ikeja,0,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,1,34,6,1500000
2329, off allen avenue ikeja lagos,7,4,3,4,"*A BRAND NEW AND WELL FINISHED BLOCK OF 6Nos OF 3 BEDROOM FLAT EACH, ALL ROOM ENSUITE WITH GUEST TOILET. OFF ALLEN AVENUE* *IKEJA*. ... New. ...",ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2330, . ikeja gra ikeja lagos,5,3,2,3,"Letting: Letting: Well-finished 3 Bedroom Flat at GRA, Ikeja Features: Brand new and well finished 2 en-suite Rooms One Room BQ Fitted Kitchen Bathroom finished with nice shower cubicles 24 hours security and Generator back-up Rental Price: 4m Service Charge: 2m Agency Fee: 10% Legal Fee: ... Serviced. Furnished. Boys Quater. Parking Space. ...",ikeja,1,1,1,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,4,34,6,3500000
2331, awuse estate opebi ikeja lagos,7,4,3,4,"Letting: Fully furnished 3 Bedroom Flat at Awuse Estate, Opebi Features: Fully furnished Living and Bedrooms All Bedrooms en-suite Fully serviced with 24 hours Power and Swimming Pool Rental Price: 4m P.A. Agency Commission: 10% of total consideration Legal Fee: 10% of ... 24 Hours Electricity. Swimming Pool. Pop Ceiling. 24 Hours Security. ...",ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2332, 0 ikeja gra ikeja lagos,11,6,5,6,"For Rent: Furnished 5 Bedroom Detached Duplex with 2 room BQ at Ikeja GRA Features: Air conditioner Tastefully finished All rooms en-suite Two Lounges Fitted Kitchen with Heat Extractor, Gas Hub, Oven, Microwave Oven and Freezer Refrigerator Jacuzzi POP Ceilings Spacious Compound Compound finished with Interlocked ... ...",ikeja,1,1,0,1,ikeja6,6000000.0,6200000.0,6200000.0,3,56,10,6200000
2333, . ikeja gra ikeja lagos,5,3,2,3,"Letting: Well-finished 2 Bedroom Flat at GRA, Ikeja Features: Brand new and well finished 2 en-suite Rooms Fitted Kitchen Bathroom finished with nice shower cubicles Spacious Compound Serviced with Swimming Pool, 24 hours security and Generator back-up Rental Price: 3.5m Agency Fee: 10% Legal Fee: ... ...",ikeja,1,1,1,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,4,34,6,3500000
2334, omole phase 2 ikeja lagos,6,3,3,3,Newly built 10 nos of 3bedrooms in omole phase 2 The owner wants a company that can take all...2m per units ... ...,ikeja,0,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,1,34,6,2000000
2335, opebi ikeja lagos,10,5,5,5,Duplex ... Renovated. Boys Quater. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. 24 Hours Security. ...,ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,3500000
2336, 0 ikeja gra ikeja lagos,7,4,3,4,"Letting: Neatly finished serviced Flat at GRA, ikeja Features: Big Living Room 3 en-suite Bedrooms 1 Room Service Quarters All Rooms including Kitchen finished with AC's All Rooms finished with State-of-the-Art Sanitary Wares Fitted Kitchen with Heat Extractor, Gas Hubs, Oven and ... Pop Ceiling. ...",ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2337, toyin street ikeja lagos,10,5,5,5,4bedroom duplex ... Renovated. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,3500000
2338, ikeja lagos,6,3,3,3,a newly renovated 3 bedroom flat with room BQ for both office and residential use in an estate ikeja for 2.5m per annum ... ...,ikeja,0,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,1,34,6,2500000
2339, 1 ikeja gra ikeja lagos,9,5,4,5,"Letting: 5 Units of Luxury 4 Bedroom Terraced Duplexes Features: Exquisitely finished 2 Living Rooms 4 en-suite Rooms 1 Room BQ Fitted Kitchen with Heat Extractor, Gas Hubs, Oven and Microwave Oven Adequate parking space Leasing to a Single Corporate Tenant Price: N6m ... Boys Quater. All Room Ensuit. Parking Space. Pop Ceiling. ...",ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2340, ikeja gra ikeja lagos,10,5,5,5,Terrace duplex ... Renovated. Boys Quater. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2341, alausa ikeja lagos,6,3,3,3,Newly built 3bedroom detached duplex in Alausa Ikeja for rent. The property is located in a very serene and secured area in Alausa. The finishing is very well done. The duplex comes with an inbuilt ... ...,ikeja,1,1,1,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,4,34,6,3500000
2342, 0 ikeja gra ikeja lagos,9,5,4,5,"For Rent: 4 Bedroom Semi-Detached Duplex at GRA, Ikeja Features: All rooms fitted with AC All Rooms En-suite Fitted Kitchen with Heat Extractor Two living Rooms (Ground and First Floor) Masters Bedroom finished with Bath Tub Shower Cubicle Adequate Parking Space POP Ceiling Rent Price: ... All Room Ensuit. Parking Space. Pop Ceiling. ...",ikeja,0,0,0,1,ikeja5,5000000.0,5500000.0,5500000.0,1,52,9,5000000
2343, toyin street ikeja lagos,6,3,3,3,2bedroom flat ... New. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja3,1500000.0,3260000.0000000005,3000000.0,0,34,6,1400000
2344, .. adeniyi jones ikeja lagos,2,1,1,1,Self contain ... New. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja1,500000.0,800000.0,685000.0,0,11,2,400000
2345, - allen avenue ikeja lagos,6,3,3,3,Newly refurbished 3 bedroom duplex with 1 room BQ. For rent in Ikeja. It has a spacious living room and is very close to the main road. The house is located in a clean and secured ... Renovated. ...,ikeja,1,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,2,34,6,3000000
2346, toyin street ikeja lagos,8,4,4,4,Flat ... New. All Room Ensuit. Big Compound. Parking Space. Pop Ceiling. ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2347, akira estate adeniyi jones ikeja lagos,8,4,4,4,is 4bedroom fully detached Duplexs with a room bq inside Akora estate ... New. ...,ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2348, adeniyi jones ikeja adeniyi jones ikeja lagos,2,1,1,1,"HOT NEW LETTINGS Shared rooms in a serene environment LOCATION:Adeniyi Jones, Ikeja!!!. 24 HOURS POWER supply. Proximity to different locations. Clean and adequate water supply. Security, cleaning and gardening services. Ensuite Room 1: N600k, SC: N100k ... Serviced. Parking Space. 24 Hours Electricity. 24 Hours Security. Security. Pop Ceiling. ...",ikeja,0,0,0,1,ikeja1,500000.0,800000.0,685000.0,1,11,2,600000
2349," 51 oluwaleimu street, allen avenue allen avenue ikeja lagos",7,4,3,4,"Green bliss apartments This is exquisitely furnished and serviced apartment. - furnished and serviced apartments; - 24 hours electricity - 24 hours security - internet - parking space - in-house party - in-house training, coaching space - ... Serviced. Cheap. New. Furnished. Swimming Pool. Pop Ceiling. 24 Hours Electricity. Drainage System. 24 Hours Security. Gym. ...",ikeja,0,0,0,1,ikeja4,3000000.0,4000000.0,4000000.0,1,43,8,3000000
2350," oluwaleimu street, allen allen avenue ikeja lagos",7,4,3,4,- 24 hours electricity - 24 hours security - properly guarded neighborhood - beautiful compound - 24 hours water supply - DSTV installed - 43 Inches brand new TV - All room suite( 6 by 6 king size beds) - Gas cooker - Brand ... Furnished. New. Serviced. 24 Hours Electricity. Supermarket Nearby. Big Compound. Free Wifi. Front Desk Service. Water Treatment. Drainage System. 24 Hours Security. All Room Ensuit. Restaurants Nearby. ...,ikeja,0,0,0,1,ikeja4,3000000.0,4000000.0,4000000.0,1,43,8,3000000
2351," 51 oluwaleimu street, allen avenue allen avenue ikeja lagos",7,4,3,4,"furnished and serviced apartments; - 24 hours electricity - 24 hours security - internet - parking space - in-house party - in-house training, coaching space - spacious rooms and sitting rooms, all en-suite - gas ... Serviced. Furnished. ...",ikeja,0,0,0,1,ikeja4,3000000.0,4000000.0,4000000.0,1,43,8,3000000
2352, ikeja gra ikeja lagos,8,4,4,4,A white 4 bedroom flat detached duplex ... New. Furnished. Swimming Pool. Big Compound. C Of O. Free Wifi. Drainage System. 24 Hours Electricity. All Room Ensuit. Parking Space. Gym. Pop Ceiling. ...,ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2353, alfred gardens estate oregun ikeja lagos,10,5,5,5,24/7 electricity power supply pool and Bar gym and mini supermarket close to Ojota ... Renovated. Serviced. Security Doors. All Room Ensuit. Swimming Pool. Fast Internet. Pop Ceiling. Boys Quater. Street Lights. Free Wifi. Security. Supermarket Nearby. Parking Space. Governor's Consent. Child Care. Front Desk Service. Children Play Ground. 24 Hours Security. Mosques Nearby. Big Compound. Church Nearby. C Of O. 24 Hours Electricity. Drainage System. Gym. Cctv Cameras. Water Treatment. Restaurants Nearby. ...,ikeja,0,0,0,1,ikeja5,5000000.0,5500000.0,5500000.0,1,52,9,5000000
2354," opic, isheri north, ikeja lagos",7,4,3,4,A beautiful and well maintained 3 bedroom duplex is available for rent in a serene and secured estate in OPIC. PRICE: 1.3M ... ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2355," olanrewaju street off billing sway ,oregun oregun ikeja lagos",3,2,1,2,"Newly complete d mini flat twoo toilet one bathroom,pop finishing at olanrewaju street off Billing sway Oregun ... Serviced. New. Children Play Ground. Ocean View. Printing Service. 24 Hours Electricity. Pop Ceiling. ...",ikeja,0,0,0,0,ikeja2,950000.0,1540000.0000000002,1300000.0,0,25,5,800000
2356, obawole off ogba ikeja lagos,6,3,3,3,"Well finished house with pop finishing in a secured environment,all tiles,self compound, borehole,e ... ...",ikeja,0,0,0,0,ikeja3,1500000.0,3260000.0000000005,3000000.0,0,34,6,900000
2357, obawole off ogba ikeja lagos,6,3,3,3,"Well finished house with pop finishing in a secured environment,all tiles,self compound, borehole,etc ... ...",ikeja,0,0,0,0,ikeja3,1500000.0,3260000.0000000005,3000000.0,0,34,6,900000
2358," ikeja gra, ikeja lagos",9,5,4,5,"Letting: 4 Bedroom Bungalow at GRA, Ikeja Features: 4 en-suite Rooms 1 Room BQ Master Bedroom with Steam Bath Spacious Compound Needs a bit of renovation Rental Price: 6.5m P.A. Agency Fee: 10% Legal Fee: 10% ... ...",ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2359, off allen avenue ikeja allen avenue ikeja lagos,4,2,2,2,"Well Finished 2 Bedroom Flat off Allen Avenue, Ikeja. Comes either Furnished or Unfurnished. Rent is N1.3m per annum unfurnished and N1.8 per annum furnished. ... ...",ikeja,1,0,0,1,ikeja2,950000.0,1540000.0000000002,1300000.0,2,25,5,1300000
2360," off ayo-alabi street oke-ira, ogba ikeja lagos",6,3,3,3,"A Newly Built Luxury 2bedroom Flat with All Rooms Ensuite, wardrobes, kitchen cabinet, shower, water heater, POP, prepaid meter etc ... ...",ikeja,0,0,0,0,ikeja3,1500000.0,3260000.0000000005,3000000.0,0,34,6,900000
2361, ogba ikeja lagos,7,4,3,4,"A newly built and tastefully finished luxury 3 bedroom flat with all rooms ensuite, pop, floor tiles, well paved compound, security house, water heater, metal doors, upstairs, steel pipe railed balcony, wardrobes, kitchen cabinet, spacious ... ...",ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2362," ikeja gra, ikeja gra ikeja lagos",9,5,4,5,"4 bedroom duplex in Millennium Estate (behind Area F ) in ikeja GRA. The rooms are quite spacious. The estate provides 24 hour light, good security and play area for kids. ... ...",ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,3500000
2363, millennium estate ikeja gra ikeja lagos,7,4,3,4,4b Bedroom Maisonette in a serene and secured Estate. ... ...,ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2364, off adeniyi jones . ikeja adeniyi jones ikeja lagos,8,4,4,4,For Lease Newly Built & Tastefully finished 4 units 3 Bedroom flat with BQ each @ Adeniyi Jones. Ikeja. ( Corprate tenant required) Rent: #8Million P.A. ( 2years payable ... ...,ikeja,1,1,0,1,ikeja4,3000000.0,4000000.0,4000000.0,3,43,8,4000000
2365, estate off adeniyi jones adeniyi jones ikeja lagos,11,6,5,6,"**Excellent* *Brand* *New* *Terrace* *Duplexes* *For* *lease* @ *Adeniyi* *jones* *ikeja** Brand New Fully Furnished and serviced 5 Bedrooms Terrace Duplexes @ Adeniyi jones ikeja #6.5m Service charge per duplex #500,000 Description of property ; 1.Brand new 2.fully furnished ... ...",ikeja,1,1,0,1,ikeja6,6000000.0,6200000.0,6200000.0,3,56,10,6200000
2366, alfred garden oregun oregun ikeja lagos,6,3,3,3,A 3bedroom duplex with rm inbuilt boy'squater. ... Renovated. Boys Quater. Swimming Pool. 24 Hours Electricity. Children Play Ground. Water Treatment. 24 Hours Security. Supermarket Nearby. Gym. ...,ikeja,1,1,1,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,4,34,6,3500000
2367, olaiya street alausa ikeja lagos,4,2,2,2,3 bedroom apartment for rent in alausa ... Renovated. Big Compound. Water Treatment. Drainage System. Security. Parking Space. ...,ikeja,0,0,0,0,ikeja2,950000.0,1540000.0000000002,1300000.0,0,25,5,900000
2368, adeniyi jones ikeja adeniyi jones ikeja lagos,7,4,3,4,"To let 3bedroom flat Ensuite with 1room bq each@adeniyi Jones Ikeja, price #2m per annum ... Renovated. Pop Ceiling. 24 Hours Electricity. Parking Space. 24 Hours Security. Big Compound. Boys Quater. All Room Ensuit. ...",ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2369, adeniyi jones adeniyi jones ikeja lagos,9,5,4,5,Newly renovated 4 bedroom duplex located in a serene and well secured estate is up for rent. ... Renovated. Supermarket Nearby. Security Doors. 24 Hours Security. Big Compound. All Room Ensuit. Street Lights. ...,ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,3500000
2370, sslvation opebi ikeja lagos,4,2,2,2,"Beautiful and spacious 4bedroom flat, semi furnished, comfy, cozy, serene environment. ... Old. Child Care. Parking Space. Supermarket Nearby. Big Compound. Restaurants Nearby. ...",ikeja,1,1,1,1,ikeja2,950000.0,1540000.0000000002,1300000.0,4,25,5,1700000
2371, ajisafe ikeja gra ikeja lagos,9,5,4,5,"LoveLy 4,Bedroom Terrace house, a compound of 3,unites, ample packing space ... Dry. New. Cheap. Serviced. Swimming Pool. Supermarket Nearby. 24 Hours Security. Boys Quater. Drainage System. Security. Big Compound. Pop Ceiling. Street Lights. Parking Space. 24 Hours Electricity. Gym. Cctv Cameras. All Room Ensuit. Security Doors. ...",ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2372, omole phase 2 lagos ikeja lagos,5,3,2,3,NEWLY BUILT LUXURY TWO BEDROOM DUPLEX FOR RENT IN OMOLE PHASE 2. RENT 1.1M ... Furnished. New. 24 Hours Security. Security Doors. Security. Pop Ceiling. Street Lights. All Room Ensuit. ...,ikeja,0,0,0,0,ikeja3,1500000.0,3260000.0000000005,3000000.0,0,34,6,1100000
2373," oshorun estate, opic, isheri north content from nigeria property centre read more at: https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/isheri-north/opic/591137-top-notch-and-newly-built-4-bedroom-duplex ikeja lagos",9,5,4,5,Top-notch and newly built 4 bedroom duplex in opic @ Oshorun estate for 1.5m annual rent. Rent: 2 yrs rent required. Total package is 3.6m ... ...,ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,3500000
2374, 117 opebi road ikeja agungi lekki lagos,3,2,1,2,1 bedroom mini flat Self Contain Flat / Apartment for rent 117 Opebi road ikeja Agungi Lekki Lagos ... Furnished. Renovated. Serviced. Cheap. New. Jacuzzi. Water Treatment. Parking Space. Children Play Ground. Security. Mosques Nearby. Restaurants Nearby. Street Lights. Elevator. 24 Hours Electricity. Supermarket Nearby. Gym. Cctv Cameras. Pop Ceiling. Boys Quater. Swimming Pool. Security Doors. Big Compound. All Room Ensuit. 24 Hours Security. ...,ikeja,0,0,0,1,ikeja2,950000.0,1540000.0000000002,1300000.0,1,25,5,1200000
2375," magodo, gra, magodo ikeja lagos",6,3,3,3,"Tastefully finished 3 bedroom flat, all rooms en-suite, fitted kitchen , large parking and in a nice environment ... ...",ikeja,0,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,1,34,6,1800000
2376," otedola estate, omole phase 2, ikeja lagos",7,4,3,4,To let : 3bedroom flat for rent at otedola estate allroom ensuit self compound very good location yearly rent 1. 5m ... ...,ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2377, off oduduwa way ikeja gra ikeja lagos,10,5,5,5,"Tastefully built 5 bedroom duplex with a room Bq, jacuzee,pop,marble floor, gascooker.,microwav. Etc ... ...",ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2378, omole phase 2 ikeja lagos,7,4,3,4,"Welcome to our Tasteful 3bedroom terrace duplex with enclosed gate strategically located in the heart of Omole Phase Two. All rooms en suite ,Full P.O.P , Water Heater and wardrobes. This property location have an ... ...",ikeja,0,0,0,0,ikeja4,3000000.0,4000000.0,4000000.0,0,43,8,2000000
2379," salvation road after wema bank, omega courts, opebi ikeja lagos",10,5,5,5,"RENT TO OWN (R.T.O) SCHEME Massive work ongoing in our Rent To Own (RTO) in Opebi,Ikeja. Join early investors to benefit from this rare investment opportunity in the heart of Lekki. 15 years Super flexible payment plan ... ...",ikeja,0,0,0,0,ikeja5,5000000.0,5500000.0,5500000.0,0,52,9,4800000
2380," ikeja gra, ikeja gra ikeja lagos",9,5,4,5,"PROPERTY DESCRIPTION: Newly Built 4 Bedroom Semi-Detached Duplex Spread across 3 Floors. LOCATION: Ikeja GRA, Ikeja PRICE: N8,000,000 (Eight Million Naira) Per Annum FEATURES; * Top Notch Fittings & Finishings * All Rooms Ensuit & very Spacious * 3 Sitting Rooms * ... ...",ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2381, adeniyi jones adeniyi jones ikeja lagos,9,5,4,5,"??????Short let!!!! Detached 4 bedrooms duplex with a mini flat boy's quarters inside an estate @ Adeniyi Jones, Ikeja.. #10million. ... Renovated. Serviced. Furnished. Parking Space. Boys Quater. Street Lights. Security. 24 Hours Electricity. All Room Ensuit. Drainage System. Water Treatment. Big Compound. Security Doors. Pop Ceiling. 24 Hours Security. ...",ikeja,1,1,0,1,ikeja5,5000000.0,5500000.0,5500000.0,3,52,9,5500000
2382, 7 ajisafe street ikeja g.r.a ikeja gra ikeja lagos,5,3,2,3,"Paramount luxury apartments is located in the well secured place in G.R.a and in a serene environment with a swimming pool, gym, parking space and also furnished and unfurnished. ... Serviced. Renovated. 24 Hours Security. 24 Hours Electricity. Front Desk Service. Gym. Free Wifi. Parking Space. Restaurants Nearby. Swimming Pool. Water Treatment. Supermarket Nearby. Pop Ceiling. Street Lights. ...",ikeja,1,0,0,1,ikeja3,1500000.0,3260000.0000000005,3000000.0,2,34,6,3000000
2383, 8&10 shonny highway shonibare estate maryland maryland ikeja lagos,4,2,2,2,2 bedroom Mini flat Flat / Apartment for rent 8&10 shonny highway shonibare estate maryland Maryland Ikeja Lagos ... Dry. Renovated. 24 Hours Security. Big Compound. Parking Space. Swimming Pool. Water Treatment. Supermarket Nearby. Pop Ceiling. Street Lights. ...,ikeja,1,1,1,1,ikeja2,950000.0,1540000.0000000002,1300000.0,4,25,5,2200000
